9763.700000	13373.500000
13280.700000	16858.900000
16772.200000	20365.600000
20285.300000	23867.700000
23786.000000	27378.100000
27299.300000	30891.200000
30791.500000	34384.500000
34302.400000	37896.800000
37827.300000	41424.100000
41352.800000	44941.600000
44867.200000	48461.700000
48401.000000	52003.800000
51918.700000	55522.400000
55417.800000	59021.100000
58919.100000	62524.700000
62428.200000	66039.100000
65950.000000	69566.400000
69481.700000	73099.700000
73009.300000	76628.900000
76541.800000	80162.100000
80083.100000	83709.300000
83637.500000	87268.000000
87197.900000	90828.600000
90742.100000	94373.000000
94280.200000	97914.700000
97824.500000	101459.900000
101375.900000	105012.600000
104935.800000	108575.300000
108496.300000	112140.400000
112076.700000	115721.300000
115629.800000	119278.300000
119171.300000	122822.500000
122738.900000	126393.400000
126315.500000	129977.300000
129867.500000	133534.800000
133438.300000	137109.100000
137016.100000	140691.900000
140596.200000	144278.500000
144195.500000	147882.200000
147809.800000	151500.800000
151401.700000	155098.100000
154987.600000	158689.500000
158604.400000	162309.900000
162237.000000	165945.100000
165867.300000	169578.400000
169495.600000	173209.300000
173159.100000	176873.800000
176801.700000	180516.600000
180430.600000	184146.500000
184045.600000	187760.400000
187658.700000	191372.400000
191279.200000	194992.600000
194891.800000	198604.100000
198510.900000	202221.800000
202177.800000	205887.600000
205816.500000	209525.500000
209428.600000	213137.100000
213058.800000	216766.700000
216683.500000	220390.900000
220319.200000	224026.400000
223930.100000	227637.200000
227532.200000	231239.700000
231141.000000	234848.100000
234757.300000	238464.100000
238381.800000	242088.200000
242011.400000	245716.100000
245631.200000	249324.900000
249225.900000	252925.200000
252835.100000	256535.100000
256453.200000	260150.200000
260057.300000	263747.700000
263660.000000	267347.800000
267270.400000	270952.400000
270874.500000	274554.400000
274461.400000	278136.000000
278056.100000	281724.800000
281638.600000	285303.500000
285220.600000	288881.200000
288793.200000	292450.900000
292370.800000	296024.800000
295936.800000	299586.100000
299501.900000	303149.500000
303070.000000	306715.800000
306645.600000	310289.500000
310201.900000	313847.300000
313755.000000	317399.900000
317314.800000	320958.700000
320857.200000	324507.600000
324406.400000	328046.100000
327971.100000	331602.500000
331516.300000	335155.000000
244258.000000	335059.900000
244258.500000	338620.900000
244253.800000	246908.300000
244255.400000	246838.400000
244261.000000	246972.200000
244256.500000	246964.400000
244255.400000	246965.400000
244258.900000	247105.300000
244267.900000	247048.700000
