19753.700000	26403.900000
26169.800000	32773.000000
32561.200000	39379.700000
39056.100000	45754.400000
45484.900000	52320.300000
52127.900000	58990.300000
58779.900000	65580.000000
65444.500000	72220.500000
71977.900000	78750.400000
78450.500000	85249.700000
84998.000000	91835.400000
91644.800000	98488.300000
98271.800000	105097.100000
104937.300000	111787.000000
111540.900000	118414.400000
118259.600000	125141.200000
124876.000000	131806.100000
131597.900000	138501.500000
138208.500000	145114.100000
144862.100000	151772.200000
151538.100000	158447.800000
158219.000000	165127.500000
164853.800000	171738.500000
171506.100000	178405.700000
178190.700000	185081.200000
184804.400000	191701.600000
191435.600000	198339.900000
198100.800000	204992.800000
204760.900000	211643.300000
211448.600000	218342.200000
218049.500000	224920.200000
224780.500000	231674.100000
231495.700000	238423.500000
238173.700000	245091.000000
244905.300000	251809.800000
251512.000000	258418.400000
258295.800000	265199.800000
264973.700000	271889.600000
271675.700000	278571.300000
278372.300000	285243.700000
285070.800000	291934.000000
291714.400000	298546.700000
298227.000000	305035.100000
304818.600000	311609.900000
311438.600000	318209.900000
318005.500000	324775.800000
324577.900000	331322.300000
331103.400000	337841.400000
337689.200000	344407.200000
344146.000000	350859.900000
350652.800000	357374.200000
357226.900000	363936.500000
363704.900000	370433.300000
370232.500000	376968.200000
376836.900000	383552.700000
383275.800000	390004.200000
389791.400000	396459.500000
396276.200000	402943.200000
402837.000000	409558.000000
409354.000000	416336.900000
416102.900000	422797.200000
422530.000000	429298.500000
429034.600000	435978.500000
321071.500000	435867.100000
